Date,Close
2018-12-03,0.05348204524774758
2018-12-04,0.04328243841677831
2018-12-06,0.04081094692355916
2018-12-07,0.03299502209996491
2018-12-10,0.0343875882756208
2018-12-11,0.033170660214772024
2018-12-12,0.0337603065594356
2018-12-13,0.03608123742344954
2018-12-14,0.029218773916934032
2018-12-17,0.027286754654055917
2018-12-18,0.029958980890802844
2018-12-19,0.023460332356702474
2018-12-20,0.018366807884177716
2018-12-21,0.01071396328947083
2018-12-24,0.005821173560473847
2018-12-26,0.018793354856835143
2018-12-27,0.01751369479574405
2018-12-28,0.017614062167507966
2018-12-31,0.019508465201983266
2019-01-02,0.019734277431112918
2019-01-03,0.0
2019-01-04,0.007615190080066447
2019-01-07,0.0072011818502100144
2019-01-08,0.010739059918191518
2019-01-09,0.013950739242160698
2019-01-10,0.014565482215544934
2019-01-11,0.012671079181069633
2019-01-14,0.009798137343913715
2019-01-15,0.01364965626998782
2019-01-16,0.015995683762722424
2019-01-17,0.01714987982332894
2019-01-18,0.018354269141376778
2019-01-22,0.01393820049935976
2019-01-23,0.014716023701631387
2019-01-24,0.01318545478269001
2019-01-25,0.019533542687585115
2019-01-28,0.017701890796470915
2019-01-29,0.0156694850187101
2019-01-30,0.028930229687562092
2019-01-31,0.03042316323498187
2019-02-01,0.030523530606745758
2019-02-04,0.03645761028178443
2019-02-05,0.040133471949932636
2019-02-06,0.04020876183609465
2019-02-07,0.0360686986806486
2019-02-08,0.0354037815929418
2019-02-11,0.0341742956461733
2019-02-12,0.03600596668040634
2019-02-13,0.035115218220451105
2019-02-14,0.03589306056584149
2019-02-15,0.03541632033574274
2019-02-19,0.03605614079472888
2019-02-20,0.03743616822758383
2019-02-21,0.03621924016673503
2019-02-22,0.03861546091691098
2019-02-25,0.040196203950174925
2019-02-26,0.04032166795065947
2019-02-27,0.04099912378116724
2019-02-28,0.038841273146040606
2019-03-01,0.04112458778165176
2019-03-04,0.04222860972793571
2019-03-05,0.04182714024088016
2019-03-06,0.04056003806570885
2019-03-07,0.03802581457224741
2019-03-08,0.038540190173867755
2019-03-11,0.046055012882170315
2019-03-12,0.048576697632830845
2019-03-13,0.04958035220735091
2019-03-14,0.05211455655769359
2019-03-15,0.055112962395334086
2019-03-18,0.057496644402709046
2019-03-19,0.05562733799695441
2019-03-20,0.05767228251751616
2019-03-21,0.06636639791514592
2019-03-22,0.06129797007134183
2019-03-25,0.05839993160546522
2019-03-26,0.055953517597847946
2019-03-27,0.05806119411865196
2019-03-28,0.05837483497674456
2019-03-29,0.059917942638486876
2019-04-01,0.0615363401863912
2019-04-02,0.06502402499693136
2019-04-03,0.06669259665915825
2019-04-04,0.06711914363181565
2019-04-05,0.06876261866532185
2019-04-08,0.07265177296291755
2019-04-09,0.07189902724624783
2019-04-10,0.07330413216470469
2019-04-11,0.07120901352982037
2019-04-12,0.07110864615805651
2019-04-15,0.07156028975943457
2019-04-16,0.07158538638815523
2019-04-17,0.07645309863155034
2019-04-18,0.07736892457710745
2019-04-22,0.07820947977962137
2019-04-23,0.08191043807649026
2019-04-24,0.08150898773255347
2019-04-25,0.07915040235389917
2019-04-26,0.07792093555024945
2019-04-29,0.07830984715138525
2019-04-30,0.07336686416494695
2019-05-01,0.08572432163104274
2019-05-02,0.08400555671137452
2019-05-03,0.08726742929278505
2019-05-06,0.08316500150886061
2019-05-07,0.07611436114473705
2019-05-08,0.07616453525905961
2019-05-09,0.07342959616518921
2019-05-10,0.0689884308944515
2019-05-13,0.054611144679633405
2019-05-14,0.058299564233701334
2019-05-15,0.06113487069933565
2019-05-16,0.06008104201049305
2019-05-17,0.05872611120635876
2019-05-20,0.051311636726701276
2019-05-21,0.055715166625917356
2019-05-22,0.05092272512556548
2019-05-23,0.04700849334236787
2019-05-24,0.04614284151113329
2019-05-28,0.045214457679656456
2019-05-29,0.04414809024801289
2019-05-30,0.045302286308619405
2019-05-31,0.04125005178213631
2019-06-03,0.03902946914676747
2019-06-04,0.04698339671364721
2019-06-05,0.050621623010273814
2019-06-06,0.053983862963448204
2019-06-07,0.06016885149633716
2019-06-10,0.063217450591419
2019-06-11,0.0660151216855317
2019-06-12,0.06523729848326007
2019-06-13,0.06518710522581872
2019-06-14,0.06341818533494678
2019-06-17,0.06486092562492521
2019-06-18,0.07058173181363517
2019-06-19,0.06985408272568613
2019-06-20,0.07184885313192527
2019-06-21,0.07099574004349166
2019-06-24,0.07074483118564132
2019-06-25,0.06696860214572922
